TermID	Term	Enrichment	logP	Genes in Term	Target Genes in Term	Fraction of Targets in Term	Total Target Genes	Total Genes	Entrez Gene IDs	Gene Symbols
mouse chr9 D|9 39.53 cM	mouse chr9 D|9 39.53 cM	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr7 B1|7 19.3 cM	mouse chr7 B1|7 19.3 cM	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chrX A7.3|X 37.94 cM	mouse chrX A7.3|X 37.94 cM	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr11 E2|11 83.96 cM	mouse chr11 E2|11 83.96 cM	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr4 D2.2|4 57.42 cM	mouse chr4 D2.2|4 57.42 cM	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr17 E1.1|17	mouse chr17 E1.1|17	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr4 D2.2|4 61.51 cM	mouse chr4 D2.2|4 61.51 cM	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr7 F3|7 76.32 cM	mouse chr7 F3|7 76.32 cM	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr7 F5|7 87.99 cM	mouse chr7 F5|7 87.99 cM	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr4 B3|4 32.2 cM	mouse chr4 B3|4 32.2 cM	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr5 G3|5 89.18 cM	mouse chr5 G3|5 89.18 cM	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr8 E2|8 72.81 cM	mouse chr8 E2|8 72.81 cM	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr11 D|11 61.1 cM	mouse chr11 D|11 61.1 cM	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr5 G1.3|5	mouse chr5 G1.3|5	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr2 G1|2 70.89 cM	mouse chr2 G1|2 70.89 cM	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr13 A3.3|13 14.01 cM	mouse chr13 A3.3|13 14.01 cM	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr6 F1|6 56.86 cM	mouse chr6 F1|6 56.86 cM	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr16 B1|16 12.51 cM	mouse chr16 B1|16 12.51 cM	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr11 A1|11 3.88 cM	mouse chr11 A1|11 3.88 cM	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr7 C|7 34.28 cM	mouse chr7 C|7 34.28 cM	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chrX A1.1|X 3.42 cM	mouse chrX A1.1|X 3.42 cM	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr9 A3|9 7.55 cM	mouse chr9 A3|9 7.55 cM	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr11 E2|11 81.49 cM	mouse chr11 E2|11 81.49 cM	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr1 G3|1 67.71 cM	mouse chr1 G3|1 67.71 cM	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr1 E2.1|1	mouse chr1 E2.1|1	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr7 B1|7 19.38 cM	mouse chr7 B1|7 19.38 cM	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr15 D1|15 29.16 cM	mouse chr15 D1|15 29.16 cM	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr19 A|19 8.73 cM	mouse chr19 A|19 8.73 cM	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr7 C|7 34.29 cM	mouse chr7 C|7 34.29 cM	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr9 B|9 32.02 cM	mouse chr9 B|9 32.02 cM	1.00000000004891	4.89141791307213e-11	2	0	0	803	24177
mouse chr17 C|17	mouse chr17 C|17	1.00000000004899	4.89857236059808e-11	3	0	0	803	24177
mouse chr10 D3|10 77.19 cM	mouse chr10 D3|10 77.19 cM	1.00000000004899	4.89857236059808e-11	3	0	0	803	24177
mouse chr17|17 A3.1	mouse chr17|17 A3.1	1.00000000004899	4.89857236059808e-11	3	0	0	803	24177
mouse chr6 C3|6 37.48 cM	mouse chr6 C3|6 37.48 cM	1.00000000004899	4.89857236059808e-11	3	0	0	803	24177
mouse chr6 B2.3|6	mouse chr6 B2.3|6	1.00000000004899	4.89857236059808e-11	3	0	0	803	24177
mouse chr16 A1|16 2.46 cM	mouse chr16 A1|16 2.46 cM	1.00000000004899	4.89857236059808e-11	3	0	0	803	24177
mouse chr7 D1|7	mouse chr7 D1|7	1.00000000004899	4.89857236059808e-11	3	0	0	803	24177
mouse chr14|14 E2.1	mouse chr14|14 E2.1	1.00000000004899	4.89857236059808e-11	3	0	0	803	24177
mouse chr19 C3|19	mouse chr19 C3|19	1.00000000004899	4.89857236059808e-11	3	0	0	803	24177
mouse chr9 A5.3|9 29.12 cM	mouse chr9 A5.3|9 29.12 cM	1.00000000004899	4.89857236059808e-11	3	0	0	803	24177
mouse chr17 A3.3|17 13.6 cM	mouse chr17 A3.3|17 13.6 cM	1.00000000004899	4.89857236059808e-11	3	0	0	803	24177
mouse chr9|9 E4	mouse chr9|9 E4	1.00000000004899	4.89857236059808e-11	3	0	0	803	24177
mouse chr1 C1.1|1	mouse chr1 C1.1|1	1.00000000004899	4.89857236059808e-11	3	0	0	803	24177
mouse chr10 B1|10	mouse chr10 B1|10	1.00000000004899	4.89857236059808e-11	3	0	0	803	24177
mouse chr4 C5|4 43.34 cM	mouse chr4 C5|4 43.34 cM	1.00000000004899	4.89857236059808e-11	3	0	0	803	24177
mouse chr16 A3|16	mouse chr16 A3|16	1.00000000004899	4.89857236059808e-11	3	0	0	803	24177
mouse chr17 22.9 cM|17 C	mouse chr17 22.9 cM|17 C	1.00000000004899	4.89857236059808e-11	3	0	0	803	24177
mouse chr18 B3|18 23.74 cM	mouse chr18 B3|18 23.74 cM	1.00000000004899	4.89857236059808e-11	3	0	0	803	24177
mouse chr15 E2|15 40.42 cM	mouse chr15 E2|15 40.42 cM	1.00000000004899	4.89857236059808e-11	3	0	0	803	24177
mouse chr11 A4|11 18.83 cM	mouse chr11 A4|11 18.83 cM	1.00000000004899	4.89857236059808e-11	3	0	0	803	24177
mouse chr5 A1|5 3.43 cM	mouse chr5 A1|5 3.43 cM	1.00000000004899	4.89857236059808e-11	3	0	0	803	24177
mouse chr7 B5|7	mouse chr7 B5|7	1.00000000004899	4.89857236059808e-11	3	0	0	803	24177
mouse chr3 H3|3	mouse chr3 H3|3	1.00000000004899	4.89857236059808e-11	3	0	0	803	24177
mouse chr9 E1|9 43.82 cM	mouse chr9 E1|9 43.82 cM	1.00000000004899	4.89857236059808e-11	3	0	0	803	24177
mouse chr6 F1|6 57.52 cM	mouse chr6 F1|6 57.52 cM	1.00000000004899	4.89857236059808e-11	3	0	0	803	24177
mouse chr4 E2|4 86.17 cM	mouse chr4 E2|4 86.17 cM	1.00000000004899	4.89857236059808e-11	3	0	0	803	24177
mouse chr2 H1|2 78.72 cM	mouse chr2 H1|2 78.72 cM	1.00000000004899	4.89857236059808e-11	3	0	0	803	24177
mouse chr7 A3|7 9.95 cM	mouse chr7 A3|7 9.95 cM	1.00000000004899	4.89857236059808e-11	3	0	0	803	24177
mouse chr14 B|14 19.09 cM	mouse chr14 B|14 19.09 cM	1.00000000004899	4.89857236059808e-11	3	0	0	803	24177
mouse chr17 B2|17	mouse chr17 B2|17	1.00000000004899	4.89857236059808e-11	3	0	0	803	24177
mouse chr11 D|11 66.29 cM	mouse chr11 D|11 66.29 cM	1.00000000004899	4.89857236059808e-11	3	0	0	803	24177
mouse chr4 C3|4 36.06 cM	mouse chr4 C3|4 36.06 cM	1.00000000004899	4.89857236059808e-11	3	0	0	803	24177
mouse chr5 A3|5 9.97 cM	mouse chr5 A3|5 9.97 cM	1.00000000004899	4.89857236059808e-11	3	0	0	803	24177
mouse chr6 A1|6 2.83 cM	mouse chr6 A1|6 2.83 cM	1.00000000004899	4.89857236059808e-11	3	0	0	803	24177
mouse chrX|X A3.1	mouse chrX|X A3.1	1.00000000004899	4.89857236059808e-11	3	0	0	803	24177
mouse chr17 B2|17 19.54 cM	mouse chr17 B2|17 19.54 cM	1.00000000004899	4.89857236059808e-11	3	0	0	803	24177
mouse chr18 A2|18 12.08 cM	mouse chr18 A2|18 12.08 cM	1.00000000004899	4.89857236059808e-11	3	0	0	803	24177
mouse chr17 A3.3|17	mouse chr17 A3.3|17	1.00000000004899	4.89857236059808e-11	3	0	0	803	24177
mouse chr18 B2-B3|18	mouse chr18 B2-B3|18	1.00000000004899	4.89857236059808e-11	3	0	0	803	24177
mouse chr6 D1|6	mouse chr6 D1|6	1.00000000004899	4.89857236059808e-11	3	0	0	803	24177
mouse chr11 B3|11 40.53 cM	mouse chr11 B3|11 40.53 cM	1.00000000004899	4.89857236059808e-11	3	0	0	803	24177
mouse chr6 A1|6	mouse chr6 A1|6	1.00000000004899	4.89857236059808e-11	3	0	0	803	24177
mouse chr3 B|3	mouse chr3 B|3	1.00000000004899	4.89857236059808e-11	3	0	0	803	24177
mouse chr13 D1|13 53.23 cM	mouse chr13 D1|13 53.23 cM	1.00000000004899	4.89857236059808e-11	3	0	0	803	24177
mouse chr7 F3|7 69.01 cM	mouse chr7 F3|7 69.01 cM	1.00000000004899	4.89857236059808e-11	3	0	0	803	24177
mouse chr6 E3|6 53.72 cM	mouse chr6 E3|6 53.72 cM	1.00000000004899	4.89857236059808e-11	3	0	0	803	24177
mouse chr10|10 B5.2	mouse chr10|10 B5.2	1.00000000004899	4.89857236059808e-11	3	0	0	803	24177
mouse chr1 H5|1 84.93 cM	mouse chr1 H5|1 84.93 cM	1.00000000004899	4.89857236059808e-11	3	0	0	803	24177
mouse chr19 C3|19 38.97 cM	mouse chr19 C3|19 38.97 cM	1.00000000004899	4.89857236059808e-11	3	0	0	803	24177
mouse chr13 C3|13	mouse chr13 C3|13	1.00000000004899	4.89857236059808e-11	3	0	0	803	24177
mouse chr2 H1|2 77.26 cM	mouse chr2 H1|2 77.26 cM	1.00000000004899	4.89857236059808e-11	3	0	0	803	24177
mouse chr13 C1|13 40.15 cM	mouse chr13 C1|13 40.15 cM	1.00000000004899	4.89857236059808e-11	3	0	0	803	24177
mouse chr17 C|17 23.99 cM	mouse chr17 C|17 23.99 cM	1.00000000004899	4.89857236059808e-11	3	0	0	803	24177
mouse chr14 E4|14	mouse chr14 E4|14	1.00000000004899	4.89857236059808e-11	3	0	0	803	24177
mouse chr9 A3|9	mouse chr9 A3|9	1.00000000004899	4.89857236059808e-11	3	0	0	803	24177
mouse chr4 C6|4 45.71 cM	mouse chr4 C6|4 45.71 cM	1.00000000004899	4.89857236059808e-11	3	0	0	803	24177
mouse chr6 F1|6	mouse chr6 F1|6	1.00000000004899	4.89857236059808e-11	3	0	0	803	24177
mouse chr7 F2|7 65.07 cM	mouse chr7 F2|7 65.07 cM	1.00000000004899	4.89857236059808e-11	3	0	0	803	24177
mouse chr15 A1|15	mouse chr15 A1|15	1.00000000004899	4.89857236059808e-11	3	0	0	803	24177
mouse chrY|Y C2	mouse chrY|Y C2	1.00000000004899	4.89857236059808e-11	3	0	0	803	24177
mouse chr15 D2|15 29.3 cM	mouse chr15 D2|15 29.3 cM	1.00000000004899	4.89857236059808e-11	3	0	0	803	24177
mouse chr10 A4|10 12.26 cM	mouse chr10 A4|10 12.26 cM	1.00000000004899	4.89857236059808e-11	3	0	0	803	24177
mouse chr2 E5|2 59.97 cM	mouse chr2 E5|2 59.97 cM	1.00000000004899	4.89857236059808e-11	3	0	0	803	24177
mouse chr1 H2.1|1	mouse chr1 H2.1|1	1.00000000004899	4.89857236059808e-11	3	0	0	803	24177
mouse chr12 F2|12	mouse chr12 F2|12	1.00000000004899	4.89857236059808e-11	3	0	0	803	24177
mouse chr11 B2|11	mouse chr11 B2|11	1.00000000004899	4.89857236059808e-11	3	0	0	803	24177
mouse chr7 D3|7 45.71 cM	mouse chr7 D3|7 45.71 cM	1.00000000004899	4.89857236059808e-11	3	0	0	803	24177
mouse chr7 A3|7 14.11 cM	mouse chr7 A3|7 14.11 cM	1.00000000004899	4.89857236059808e-11	3	0	0	803	24177
mouse chr14 A3|14 11.53 cM	mouse chr14 A3|14 11.53 cM	1.00000000004899	4.89857236059808e-11	3	0	0	803	24177
mouse chr12|12 B2	mouse chr12|12 B2	1.00000000004899	4.89857236059808e-11	3	0	0	803	24177
mouse chr11 E1|11 66.48 cM	mouse chr11 E1|11 66.48 cM	1.00000000004899	4.89857236059808e-11	3	0	0	803	24177
mouse chr11 C|11 52.4 cM	mouse chr11 C|11 52.4 cM	1.00000000004899	4.89857236059808e-11	3	0	0	803	24177
mouse chr18 B1|18	mouse chr18 B1|18	1.00000000004899	4.89857236059808e-11	3	0	0	803	24177
mouse chr11 C|11 51.34 cM	mouse chr11 C|11 51.34 cM	1.00000000004899	4.89857236059808e-11	3	0	0	803	24177
mouse chr9 F3|9	mouse chr9 F3|9	1.00000000004899	4.89857236059808e-11	3	0	0	803	24177
mouse chr18 B3|18	mouse chr18 B3|18	1.00000000004899	4.89857236059808e-11	3	0	0	803	24177
mouse chr16 B2|16 22.4 cM	mouse chr16 B2|16 22.4 cM	1.00000000004899	4.89857236059808e-11	3	0	0	803	24177
mouse chr3 F1|3 39.19 cM	mouse chr3 F1|3 39.19 cM	1.00000000004899	4.89857236059808e-11	3	0	0	803	24177
mouse chrX A3.3|X	mouse chrX A3.3|X	1.00000000004899	4.89857236059808e-11	3	0	0	803	24177
mouse chr4 B1|4 24.49 cM	mouse chr4 B1|4 24.49 cM	1.00000000004899	4.89857236059808e-11	3	0	0	803	24177
mouse chr4 D2.1|4 55.34 cM	mouse chr4 D2.1|4 55.34 cM	1.00000000004899	4.89857236059808e-11	3	0	0	803	24177
mouse chr3 H1|3 66.69 cM	mouse chr3 H1|3 66.69 cM	1.00000000004899	4.89857236059808e-11	3	0	0	803	24177
mouse chr15 E1|15 39.4 cM	mouse chr15 E1|15 39.4 cM	1.00000000004899	4.89857236059808e-11	3	0	0	803	24177
mouse chr2 F1|2 63.24 cM	mouse chr2 F1|2 63.24 cM	1.00000000004899	4.89857236059808e-11	3	0	0	803	24177
mouse chr8 C3|8 41.61 cM	mouse chr8 C3|8 41.61 cM	1.00000000004899	4.89857236059808e-11	3	0	0	803	24177
mouse chr14 D2|14 36.32 cM	mouse chr14 D2|14 36.32 cM	1.00000000004899	4.89857236059808e-11	3	0	0	803	24177
mouse chr3|3 E2	mouse chr3|3 E2	1.00000000004899	4.89857236059808e-11	3	0	0	803	24177
mouse chr13 A4|13	mouse chr13 A4|13	1.00000000004899	4.89857236059808e-11	3	0	0	803	24177
mouse chr1 A2|1 2.08 cM	mouse chr1 A2|1 2.08 cM	1.00000000004899	4.89857236059808e-11	3	0	0	803	24177
mouse chr17 A2|17	mouse chr17 A2|17	1.00000000004899	4.89857236059808e-11	3	0	0	803	24177
mouse chr1 H5|1	mouse chr1 H5|1	1.00000000004899	4.89857236059808e-11	3	0	0	803	24177
mouse chrY|Y D	mouse chrY|Y D	1.00000000004899	4.89857236059808e-11	3	0	0	803	24177
mouse chr5 B3|5 20.21 cM	mouse chr5 B3|5 20.21 cM	1.00000000004899	4.89857236059808e-11	3	0	0	803	24177
mouse chr2 C1.1|2 29.98 cM	mouse chr2 C1.1|2 29.98 cM	1.00000000004899	4.89857236059808e-11	3	0	0	803	24177
mouse chr7 A3|7 10.27 cM	mouse chr7 A3|7 10.27 cM	1.00000000004899	4.89857236059808e-11	3	0	0	803	24177
mouse chr13 B1|13 28.4 cM	mouse chr13 B1|13 28.4 cM	1.00000000004899	4.89857236059808e-11	3	0	0	803	24177
mouse chr10 A3|10 9.75 cM	mouse chr10 A3|10 9.75 cM	1.00000000004899	4.89857236059808e-11	3	0	0	803	24177
mouse chr2 H3|2 91.91 cM	mouse chr2 H3|2 91.91 cM	1.00000000004899	4.89857236059808e-11	3	0	0	803	24177
mouse chr3 G3|3	mouse chr3 G3|3	1.00000000004899	4.89857236059808e-11	3	0	0	803	24177
mouse chr12|12 A1.2	mouse chr12|12 A1.2	1.00000000004899	4.89857236059808e-11	3	0	0	803	24177
mouse chr2 E1|2 51.62 cM	mouse chr2 E1|2 51.62 cM	1.00000000004899	4.89857236059808e-11	3	0	0	803	24177
mouse chr7 B3|7 28.83 cM	mouse chr7 B3|7 28.83 cM	1.00000000004899	4.89857236059808e-11	3	0	0	803	24177
mouse chr1 H6|1	mouse chr1 H6|1	1.00000000004899	4.89857236059808e-11	3	0	0	803	24177
mouse chr5 E1|5	mouse chr5 E1|5	1.00000000004899	4.89857236059808e-11	3	0	0	803	24177
mouse chr15 B3.1|15	mouse chr15 B3.1|15	1.00000000004899	4.89857236059808e-11	3	0	0	803	24177
mouse chr18 A1|18	mouse chr18 A1|18	1.00000000004899	4.89857236059808e-11	3	0	0	803	24177
mouse chr7 D2|7 45.65 cM	mouse chr7 D2|7 45.65 cM	1.00000000004899	4.89857236059808e-11	3	0	0	803	24177
mouse chr8 A4|8 21.16 cM	mouse chr8 A4|8 21.16 cM	1.00000000004899	4.89857236059808e-11	3	0	0	803	24177
mouse chr11 E2|11 80.91 cM	mouse chr11 E2|11 80.91 cM	1.00000000004899	4.89857236059808e-11	3	0	0	803	24177
mouse chr9 E3.1|9 46.58 cM	mouse chr9 E3.1|9 46.58 cM	1.00000000004899	4.89857236059808e-11	3	0	0	803	24177
mouse chr6|6 E2	mouse chr6|6 E2	1.00000000004899	4.89857236059808e-11	3	0	0	803	24177
mouse chr4 E2|4	mouse chr4 E2|4	1.00000000004899	4.89857236059808e-11	3	0	0	803	24177
mouse chr11 C|11 50.3 cM	mouse chr11 C|11 50.3 cM	1.00000000004899	4.89857236059808e-11	3	0	0	803	24177
mouse chr7 B1|7 19.27 cM	mouse chr7 B1|7 19.27 cM	1.00000000004899	4.89857236059808e-11	3	0	0	803	24177
mouse chr4 C7|4 50.18 cM	mouse chr4 C7|4 50.18 cM	1.00000000004899	4.89857236059808e-11	3	0	0	803	24177
mouse chr12 C2|12	mouse chr12 C2|12	1.00000000004899	4.89857236059808e-11	3	0	0	803	24177
mouse chr14 C3|14 30.51 cM	mouse chr14 C3|14 30.51 cM	1.00000000004899	4.89857236059808e-11	3	0	0	803	24177
mouse chrX A3.2|X	mouse chrX A3.2|X	1.00000000004899	4.89857236059808e-11	3	0	0	803	24177
mouse chr2 B|2	mouse chr2 B|2	1.00000000004899	4.89857236059808e-11	3	0	0	803	24177
mouse chrX F1|X 59.1 cM	mouse chrX F1|X 59.1 cM	1.00000000004899	4.89857236059808e-11	3	0	0	803	24177
mouse chr13 B1|13	mouse chr13 B1|13	1.00000000004899	4.89857236059808e-11	3	0	0	803	24177
mouse chr12 C3|12 35.51 cM	mouse chr12 C3|12 35.51 cM	1.00000000004899	4.89857236059808e-11	3	0	0	803	24177
mouse chr7 A3|7 9.62 cM	mouse chr7 A3|7 9.62 cM	1.00000000004899	4.89857236059808e-11	3	0	0	803	24177
mouse chr1|1 G2	mouse chr1|1 G2	1.00000000004899	4.89857236059808e-11	3	0	0	803	24177
mouse chr1 C3|1 36.94 cM	mouse chr1 C3|1 36.94 cM	1.00000000004899	4.89857236059808e-11	3	0	0	803	24177
mouse chr10 A3|10	mouse chr10 A3|10	1.00000000004899	4.89857236059808e-11	3	0	0	803	24177
mouse chrX A1.1|X 3.56 cM	mouse chrX A1.1|X 3.56 cM	1.00000000004899	4.89857236059808e-11	3	0	0	803	24177
mouse chr10 C1|10 38.58 cM	mouse chr10 C1|10 38.58 cM	1.00000000004899	4.89857236059808e-11	3	0	0	803	24177
mouse chr2 E3|2	mouse chr2 E3|2	1.00000000004899	4.89857236059808e-11	3	0	0	803	24177
mouse chr11 B4|11 45.25 cM	mouse chr11 B4|11 45.25 cM	1.00000000004899	4.89857236059808e-11	3	0	0	803	24177
mouse chr15 E2|15 40.25 cM	mouse chr15 E2|15 40.25 cM	1.00000000004899	4.89857236059808e-11	3	0	0	803	24177
mouse chr4 D3|4 69.05 cM	mouse chr4 D3|4 69.05 cM	1.00000000004899	4.89857236059808e-11	3	0	0	803	24177
mouse chr16 A3|16 11.09 cM	mouse chr16 A3|16 11.09 cM	1.00000000004899	4.89857236059808e-11	3	0	0	803	24177
mouse chr17 E4|17 57.87 cM	mouse chr17 E4|17 57.87 cM	1.00000000004899	4.89857236059808e-11	3	0	0	803	24177
mouse chr17 B1|17 19.01 cM	mouse chr17 B1|17 19.01 cM	1.00000000004899	4.89857236059808e-11	3	0	0	803	24177
mouse chrX A1.1|X 3.48 cM	mouse chrX A1.1|X 3.48 cM	1.00000000004899	4.89857236059808e-11	3	0	0	803	24177
mouse chr10 D3|10 76.5 cM	mouse chr10 D3|10 76.5 cM	1.00000000004899	4.89857236059808e-11	3	0	0	803	24177
mouse chr9 D|9 40.08 cM	mouse chr9 D|9 40.08 cM	1.00000000004899	4.89857236059808e-11	3	0	0	803	24177
mouse chr4 D3|4	mouse chr4 D3|4	1.00000000004899	4.89857236059808e-11	3	0	0	803	24177
mouse chrX A6|X	mouse chrX A6|X	1.00000000004899	4.89857236059808e-11	3	0	0	803	24177
mouse chr12 F1|12 60.94 cM	mouse chr12 F1|12 60.94 cM	1.00000000004899	4.89857236059808e-11	3	0	0	803	24177
mouse chr5 C3.1|5	mouse chr5 C3.1|5	1.00000000004899	4.89857236059808e-11	3	0	0	803	24177
mouse chr19 D3|19 56.52 cM	mouse chr19 D3|19 56.52 cM	1.00000000004899	4.89857236059808e-11	3	0	0	803	24177
mouse chr5 F|5 52.23 cM	mouse chr5 F|5 52.23 cM	1.00000000004899	4.89857236059808e-11	3	0	0	803	24177
mouse chr7 E3|7 55.69 cM	mouse chr7 E3|7 55.69 cM	1.00000000004899	4.89857236059808e-11	3	0	0	803	24177
mouse chr1 H2.1|1 70.34 cM	mouse chr1 H2.1|1 70.34 cM	1.00000000004899	4.89857236059808e-11	3	0	0	803	24177
mouse chr12 F1|12 61.2 cM	mouse chr12 F1|12 61.2 cM	1.00000000004899	4.89857236059808e-11	3	0	0	803	24177
mouse chr5 F|5 55.99 cM	mouse chr5 F|5 55.99 cM	1.00000000004899	4.89857236059808e-11	3	0	0	803	24177
mouse chr18 B2|18 19.14 cM	mouse chr18 B2|18 19.14 cM	1.00000000004899	4.89857236059808e-11	3	0	0	803	24177
mouse chr8 A1.3|8	mouse chr8 A1.3|8	1.00000000004899	4.89857236059808e-11	3	0	0	803	24177
mouse chr4 A5|4 16.86 cM	mouse chr4 A5|4 16.86 cM	1.00000000004899	4.89857236059808e-11	3	0	0	803	24177
mouse chr9 F1|9	mouse chr9 F1|9	1.00000000004899	4.89857236059808e-11	3	0	0	803	24177
mouse chr6 C1|6	mouse chr6 C1|6	1.00000000004899	4.89857236059808e-11	3	0	0	803	24177
mouse chr17 E1.3|17	mouse chr17 E1.3|17	1.00000000004899	4.89857236059808e-11	3	0	0	803	24177
mouse chr11 A1|11	mouse chr11 A1|11	1.00000000004899	4.89857236059808e-11	3	0	0	803	24177
mouse chr4 D2.2|4 56.52 cM	mouse chr4 D2.2|4 56.52 cM	1.00000000004899	4.89857236059808e-11	3	0	0	803	24177
mouse chr16 C4|16	mouse chr16 C4|16	1.00000000004899	4.89857236059808e-11	3	0	0	803	24177
mouse chr8 B3.1|8	mouse chr8 B3.1|8	1.00000000004899	4.89857236059808e-11	3	0	0	803	24177
mouse chr7 B3|7 29.14 cM	mouse chr7 B3|7 29.14 cM	1.00000000004899	4.89857236059808e-11	3	0	0	803	24177
mouse chr6 F2|6 59.17 cM	mouse chr6 F2|6 59.17 cM	1.00000000005112	5.11220516986158e-11	18	0	0	803	24177
mouse chrY|Y A1	mouse chrY|Y A1	1.00000000005112	5.11220516986158e-11	18	0	0	803	24177
mouse chr10 C1|10	mouse chr10 C1|10	1.00000000005112	5.11220516986158e-11	18	0	0	803	24177
mouse chr18|18 D1	mouse chr18|18 D1	1.00000000005112	5.11220516986158e-11	18	0	0	803	24177
mouse chr6 G1|6 64.03 cM	mouse chr6 G1|6 64.03 cM	1.00000000005112	5.11220516986158e-11	18	0	0	803	24177
mouse chr8|8 A1.3	mouse chr8|8 A1.3	1.00000000005112	5.11220516986158e-11	18	0	0	803	24177
mouse chr11|11 A3.3	mouse chr11|11 A3.3	1.00000000005112	5.11220516986158e-11	18	0	0	803	24177
mouse chr10|10 A1	mouse chr10|10 A1	1.00000000005557	5.55675356543522e-11	39	0	0	803	24177
mouse chr8|8 C5	mouse chr8|8 C5	1.00000000005557	5.55675356543522e-11	39	0	0	803	24177
mouse chr8|8 C3	mouse chr8|8 C3	1.00000000005557	5.55675356543522e-11	39	0	0	803	24177
mouse chr5|5 A3	mouse chr5|5 A3	1.0000000000572	5.72044290364722e-11	52	0	0	803	24177
mouse chr17|17 A3.2	mouse chr17|17 A3.2	1.0000000000572	5.72044290364722e-11	52	0	0	803	24177
mouse chr7|7 B4	mouse chr7|7 B4	1.00000000005907	5.90670682214445e-11	25	0	0	803	24177
mouse chr6|6 B3	mouse chr6|6 B3	1.00000000005912	5.91151504922464e-11	70	0	0	803	24177
mouse chrX|X A1.1	mouse chrX|X A1.1	1.00000000005923	5.92333127100025e-11	69	0	0	803	24177
mouse chrX|X A3.3	mouse chrX|X A3.3	1.00000000005939	5.93898441962693e-11	60	0	0	803	24177
mouse chr11 B5|11 45.92 cM	mouse chr11 B5|11 45.92 cM	1.00000000006001	6.00108875618968e-11	9	0	0	803	24177
mouse chr17 A1|17	mouse chr17 A1|17	1.00000000006001	6.00108875618968e-11	9	0	0	803	24177
mouse chr14 D1|14	mouse chr14 D1|14	1.00000000006001	6.00108875618968e-11	9	0	0	803	24177
mouse chr9|9 E2	mouse chr9|9 E2	1.00000000006001	6.00108875618968e-11	9	0	0	803	24177
mouse chr17 A2|17 8.95 cM	mouse chr17 A2|17 8.95 cM	1.00000000006001	6.00108875618968e-11	9	0	0	803	24177
mouse chr14 C1|14	mouse chr14 C1|14	1.00000000006001	6.00108875618968e-11	9	0	0	803	24177
mouse chr2 F1|2	mouse chr2 F1|2	1.00000000006001	6.00108875618968e-11	9	0	0	803	24177
mouse chr19 C3|19 38.75 cM	mouse chr19 C3|19 38.75 cM	1.00000000006001	6.00108875618968e-11	9	0	0	803	24177
mouse chr15 F1|15	mouse chr15 F1|15	1.00000000006001	6.00108875618968e-11	9	0	0	803	24177
mouse chr11 D|11 59.01 cM	mouse chr11 D|11 59.01 cM	1.00000000006001	6.00108875618968e-11	9	0	0	803	24177
mouse chr3 F1|3 38.78 cM	mouse chr3 F1|3 38.78 cM	1.00000000006001	6.00108875618968e-11	9	0	0	803	24177
mouse chr6|6 E1	mouse chr6|6 E1	1.00000000006001	6.00108875618968e-11	9	0	0	803	24177
mouse chr7|7 B5	mouse chr7|7 B5	1.00000000006001	6.00108875618968e-11	9	0	0	803	24177
mouse chr13 B3|13 34.54 cM	mouse chr13 B3|13 34.54 cM	1.00000000006001	6.00108875618968e-11	9	0	0	803	24177
mouse chr2 H4|2	mouse chr2 H4|2	1.00000000006001	6.00108875618968e-11	9	0	0	803	24177
mouse chrX F3|X 68.46 cM	mouse chrX F3|X 68.46 cM	1.00000000006001	6.00108875618968e-11	9	0	0	803	24177
mouse chr15|15 B3.2	mouse chr15|15 B3.2	1.00000000006001	6.00108875618968e-11	9	0	0	803	24177
